Subject,Overall Frequency,Article-de,Article-en,Book-de,Book-en,Conference-de,Conference-en,Report-de,Report-en,Thesis-de,Thesis-en
Diffusion Wirtschaft,12,0,0,3,1,0,0,1,0,7,0
Glasbau,12,0,0,7,3,0,1,1,0,0,0
Informationsfreiheit,12,0,0,3,3,0,0,0,0,6,0
Gesundheitsfürsorge,12,0,0,3,6,3,0,0,0,0,0
Verlust,12,0,0,3,2,0,0,1,0,6,0
Laserspektroskopie,12,0,0,1,2,0,1,0,0,2,6
Betriebswirtschaftliche Steuerlehre,12,0,0,11,0,0,0,0,0,1,0
Verhandlung,12,0,0,4,2,0,0,0,0,5,1
Gestein,12,0,0,8,1,0,0,1,1,1,0
Umweltfaktor,12,0,0,1,5,0,0,0,0,2,4
Gesicht,12,0,0,0,3,0,4,0,1,1,3
Geothermische Energie,12,0,0,7,4,0,0,0,0,0,1
Skandal,12,0,0,6,2,0,0,1,0,3,0
Juristische Person,12,0,0,0,1,1,0,0,0,10,0
Reaktionsmechanismus,12,0,0,4,5,0,0,0,2,1,0
Nationalcharakter,12,0,0,6,5,0,0,0,1,0,0
Zustandsüberwachung,12,0,0,2,8,0,0,0,1,1,0
Soziale Schichtung,12,0,0,5,4,0,0,0,0,2,1
Investitionsschutz,12,0,0,1,0,0,0,0,0,9,2
Religionsausübung,12,0,0,3,4,2,2,0,0,0,1
Mitglied,12,0,0,7,0,0,0,1,0,4,0
Desktop-Publishing,12,0,0,11,1,0,0,0,0,0,0
Anreiz,12,0,0,2,3,0,1,0,0,6,0
Verbindungstechnik,12,0,0,7,2,0,0,0,0,3,0
Veranstaltung,12,0,0,8,2,0,0,1,1,0,0
Verlag,12,0,0,6,3,1,1,0,0,1,0
NoSQL-Datenbanksystem,12,0,0,4,8,0,0,0,0,0,0
Globale Optimierung,12,0,0,2,4,0,2,0,0,1,3
Informationssicherheit,12,0,0,4,5,0,2,1,0,0,0
Rohstoffverbrauch,12,0,0,8,2,1,0,1,0,0,0
Gemeindearbeit,12,0,0,10,0,1,0,0,0,1,0
Emission,12,0,0,2,3,1,0,0,0,2,4
Gesetz,12,0,0,2,3,2,1,0,0,2,2
Videobearbeitung,12,0,0,5,2,0,3,1,0,0,1
Finanzdienstleistungsinstitut,12,0,0,9,0,0,0,0,0,3,0
Ablaufplanung,12,0,0,6,3,0,0,0,0,3,0
Betriebsdaten,12,0,0,8,3,0,0,0,0,1,0
Pubertät,12,0,0,10,2,0,0,0,0,0,0
Kraftfahrzeugzulieferindustrie,12,0,0,7,0,0,0,0,0,4,1
Pädagoge,12,0,0,8,0,0,0,0,0,4,0
Halbleiterlaser,12,0,0,1,9,0,0,0,1,0,1
Verkehrsentwicklung,12,0,0,9,1,0,1,1,0,0,0
Besteuerungsverfahren,12,0,0,1,8,0,0,0,0,3,0
Fußballverein,12,0,0,6,0,1,0,0,0,5,0
Mathematikstudium,12,0,0,9,1,1,0,1,0,0,0
Staudamm,12,0,0,0,7,0,1,0,1,0,3
Neue Religion,12,0,0,7,4,0,0,0,1,0,0
Geschichte Motiv,12,0,0,3,4,1,0,0,0,2,2
Planet,12,0,0,2,8,0,0,0,0,1,1
Marketingforschung,12,0,0,2,8,0,0,0,0,1,1
Schadensmechanik,12,0,0,2,5,0,1,0,0,1,3
Zahlungsbereitschaft,12,0,0,3,0,0,0,0,0,8,1
Metalloberfläche,12,0,0,4,3,0,0,0,0,0,5
Philosophieunterricht,12,0,0,10,0,0,0,1,0,1,0
Finanzinstrument,12,0,0,8,0,0,0,0,0,4,0
Vermögensverwaltung,12,0,0,8,2,0,0,0,0,1,1
Elektronische Eigenschaft,12,0,0,0,6,0,0,0,0,1,5
Einwilligung,12,0,0,1,0,0,0,0,0,9,2
Rechtssoziologie,12,0,0,7,1,0,0,0,0,1,3
Rastertunnelmikroskopie,12,0,0,0,0,0,1,0,1,6,4
Aktiver galaktischer Kern,12,0,0,0,1,0,1,0,0,5,5
Polysaccharide,12,0,0,0,7,0,0,0,0,5,0
Suchverfahren,12,0,0,2,3,0,2,0,1,2,2
Kochen,12,0,0,6,6,0,0,0,0,0,0
Kundenwert,11,0,0,5,0,0,0,0,0,5,1
Soziale Funktion,11,0,0,6,1,0,1,0,1,2,0
Dielektrikum,11,0,0,0,8,0,1,0,0,0,2
Wissenschaftsfreiheit,11,0,0,4,1,0,0,0,0,6,0
Technische Überwachung,11,0,0,3,7,0,1,0,0,0,0
Alkoholismus,11,0,0,7,2,0,0,0,0,2,0
Diskriminierungsverbot,11,0,0,1,0,1,0,0,0,7,2
Differenzengleichung,11,0,0,0,8,0,3,0,0,0,0
Schulbau,11,0,0,4,6,0,1,0,0,0,0
Programmierumgebung,11,0,0,2,6,0,0,1,1,0,1
Dezentrale Energieversorgung,11,0,0,9,1,0,0,1,0,0,0
Politische Stabilität,11,0,0,2,6,0,1,0,1,1,0
Marktanalyse,11,0,0,3,3,1,1,1,1,1,0
Laserbearbeitung,11,0,0,5,4,0,0,0,0,2,0
Rundfunk,11,0,0,5,3,1,0,0,0,1,1
Pflanzenökologie,11,0,0,6,5,0,0,0,0,0,0
Posthumanismus,11,0,0,3,3,1,0,0,0,4,0
Falschmeldung,11,0,0,4,6,0,0,1,0,0,0
Flüssigkeit,11,0,0,1,8,0,0,0,0,1,1
Inhaltsanalyse,11,0,0,6,2,1,0,0,0,2,0
Symplektische Geometrie,11,0,0,1,7,0,2,0,1,0,0
Mehrere Variable,11,0,0,2,6,0,3,0,0,0,0
Grundwasserleiter,11,0,0,1,4,0,0,0,0,1,5
Grundwassersanierung,11,0,0,1,5,0,1,1,2,1,0
Instabilität,11,0,0,1,7,0,1,0,0,1,1
Oberstufe,11,0,0,10,0,0,0,0,0,1,0
Homosexualität Motiv,11,0,0,3,5,0,0,0,1,2,0
Silber,11,0,0,2,2,0,0,0,0,5,2
Mikroprozessor,11,0,0,10,1,0,0,0,0,0,0
New Economy,11,0,0,4,5,0,0,1,0,1,0
Traum,11,0,0,7,1,0,0,1,0,0,2
Studienreform,11,0,0,8,0,2,1,0,0,0,0
Verwendung,11,0,0,6,4,0,0,0,0,1,0
Zufälliges Feld,11,0,0,0,6,0,5,0,0,0,0
Aktienrecht,11,0,0,2,3,0,0,0,0,6,0
Forschungspolitik,11,0,0,3,2,1,1,1,0,3,0
Structural Health Monitoring,11,0,0,0,4,0,4,0,0,3,0
Tieftemperaturtechnik,11,0,0,0,7,0,4,0,0,0,0
Verfassungsstaat,11,0,0,6,0,3,0,0,0,2,0
Elektronische Medien,11,0,0,3,3,1,0,0,0,4,0
Schaltplan,11,0,0,11,0,0,0,0,0,0,0
Erdgas,11,0,0,3,7,0,0,0,0,1,0
Bildungsniveau,11,0,0,6,2,0,0,0,0,3,0
Schülerin,11,0,0,5,1,3,0,0,0,0,2
Bürohaus,11,0,0,7,4,0,0,0,0,0,0
Architekturwettbewerb,11,0,0,7,0,0,0,1,0,2,1
Psychose,11,0,0,10,0,0,0,1,0,0,0
Gesellschaftsordnung,11,0,0,7,2,1,0,0,0,1,0
Bürgerrecht,11,0,0,2,7,0,0,0,0,2,0
Selbstreflexion,11,0,0,7,2,0,0,0,0,2,0
Führungseigenschaft,11,0,0,7,3,1,0,0,0,0,0
Telekommunikationsrecht,11,0,0,4,1,1,0,0,0,4,1
Arbeitspolitik,11,0,0,6,3,0,0,0,0,0,2
Markt,11,0,0,0,6,1,0,0,1,3,0
Patriarchat,11,0,0,7,2,0,0,0,0,0,2
Sicherheitskritisches System,11,0,0,2,3,1,1,0,0,3,1
Das Politische,11,0,0,6,2,0,0,0,0,3,0
Sanierung,11,0,0,2,6,2,0,0,0,1,0
Vermittlung,11,0,0,3,0,5,0,0,0,3,0
CATIA 5.0,11,0,0,8,2,0,0,1,0,0,0
Beschäftigungswirkung,11,0,0,4,1,0,0,2,0,3,1
Beschäftigungsentwicklung,11,0,0,5,2,1,0,0,0,1,2
Tumor,11,0,0,0,5,0,0,0,0,5,1
Bürgerrechtsbewegung,11,0,0,3,7,0,0,0,0,0,1
Moderation,11,0,0,11,0,0,0,0,0,0,0
Fourier-Reihe,11,0,0,1,9,0,0,0,0,1,0
Bildwissenschaft,11,0,0,6,1,2,0,0,0,1,1
Mobiles Internet,11,0,0,4,2,0,2,0,0,1,2
Laboratorium,11,0,0,4,6,0,0,0,1,0,0
Angewandte Geophysik,11,0,0,2,8,0,1,0,0,0,0
Makrocyclische Verbindungen,11,0,0,0,4,0,0,0,0,2,5
Wahlrecht,11,0,0,4,2,0,1,1,0,1,2
Standortbezogener Dienst,11,0,0,3,8,0,0,0,0,0,0
Gerste,11,0,0,0,0,0,0,0,0,6,5
Lehramtsstudent,11,0,0,4,0,0,0,0,0,7,0
Bauvertrag,11,0,0,5,2,1,0,0,0,3,0
Kapitalmarktforschung,11,0,0,0,7,0,1,0,0,1,2
Internationales Währungssystem,11,0,0,2,8,0,1,0,0,0,0
Schrödinger-Gleichung,11,0,0,1,10,0,0,0,0,0,0
Kohlenstoffwerkstoff,11,0,0,2,4,0,1,0,0,2,2
Kulturindustrie,11,0,0,2,9,0,0,0,0,0,0
Orthogonale Polynome,11,0,0,0,7,0,4,0,0,0,0
Quantengruppe,11,0,0,0,6,0,3,0,1,0,1
Sozialversicherung,11,0,0,7,0,0,0,0,0,2,2
Kältetechnik,11,0,0,7,3,0,0,1,0,0,0
Versicherungsrecht,11,0,0,4,1,0,0,1,0,4,1
Benchmarking,11,0,0,7,3,0,0,0,0,1,0
Bankrecht,11,0,0,6,1,0,0,1,0,1,2
Medieninformatik,11,0,0,4,6,0,0,0,0,1,0
Rhythmische Erziehung,11,0,0,9,1,0,0,1,0,0,0
Gießen Urformen,11,0,0,5,2,0,0,0,2,2,0
Waldökosystem,11,0,0,3,1,0,1,1,2,0,3
Analytische Philosophie,11,0,0,7,1,0,1,1,0,1,0
Pflegeversicherung,11,0,0,5,0,1,0,0,0,5,0
Interpretative Sozialforschung,11,0,0,9,1,0,0,0,1,0,0
Oszillator,11,0,0,1,1,0,0,0,0,2,7
Matrix Mathematik,11,0,0,2,9,0,0,0,0,0,0
Bewohner,11,0,0,4,2,0,0,1,0,4,0
Reliabilität,11,0,0,0,10,0,0,0,0,0,1
Oberflächenstruktur,11,0,0,0,4,0,0,0,1,5,1
OFDM,11,0,0,0,9,0,0,0,0,2,0
Architektur Motiv,11,0,0,1,8,1,1,0,0,0,0
Türkischer Einwanderer,11,0,0,11,0,0,0,0,0,0,0
Pestizidbelastung,11,0,0,0,7,0,0,0,3,1,0
Betriebsverhalten,11,0,0,4,1,0,0,0,0,5,1
Identitätspolitik,11,0,0,10,1,0,0,0,0,0,0
Fertigungslogistik,11,0,0,10,0,0,1,0,0,0,0
Whistleblowing,11,0,0,2,2,0,0,0,0,7,0
Unternehmenspolitik,11,0,0,6,1,1,1,0,0,2,0
Panelanalyse,11,0,0,3,5,0,1,0,0,2,0
Elektrische Messtechnik,11,0,0,8,2,0,0,1,0,0,0
Bodenerosion,11,0,0,1,3,0,0,0,0,3,4
Ungewissheit,11,0,0,3,5,2,0,0,0,0,1
Abgasemission,11,0,0,1,0,3,0,1,3,1,2
Elektrokatalyse,11,0,0,0,9,0,1,0,0,0,1
Hobbyelektronik,11,0,0,10,0,0,0,1,0,0,0
Kunststoffprüfung,11,0,0,10,1,0,0,0,0,0,0
Metalloxide,11,0,0,0,7,0,0,0,0,0,4
Hohlraumresonator,11,0,0,0,6,0,0,0,0,0,5
Interkonfessionelles Gespräch,11,0,0,7,0,3,0,0,0,1,0
Opferschutz,11,0,0,3,3,1,0,0,0,4,0
Internationale Norm,11,0,0,10,0,0,0,0,0,0,1
Bilderzeugung,11,0,0,0,7,0,2,0,0,2,0
Gehirn-Computer-Schnittstelle,11,0,0,3,7,0,0,0,1,0,0
Enhancement Medizinische Ethik,11,0,0,3,0,3,0,0,0,4,1
Mineral,11,0,0,5,6,0,0,0,0,0,0
Juden Motiv,11,0,0,2,4,0,1,0,0,2,2
Gottesdienst,11,0,0,5,0,2,0,0,0,1,3
Himmelsbeobachtung,11,0,0,2,9,0,0,0,0,0,0
Hybridantrieb,11,0,0,4,2,1,0,2,0,2,0
Umwelt Motiv,11,0,0,1,9,0,1,0,0,0,0
Rechtsetzung,11,0,0,1,0,4,0,0,0,6,0
Gegenwart,11,0,0,7,3,0,0,0,0,1,0
Kontaktmechanik,11,0,0,3,5,0,0,0,0,0,3
Mathematiker,11,0,0,5,4,2,0,0,0,0,0
Inhibitor,11,0,0,0,3,0,0,0,0,2,6
Theologiestudium,11,0,0,8,2,0,0,0,0,1,0
Verkehrsflugzeug,11,0,0,5,3,0,0,0,2,0,1
Management Accounting,11,0,0,6,2,0,0,0,0,2,1
Softwareindustrie,11,0,0,2,5,0,0,0,1,3,0
Gerechter Krieg,11,0,0,5,3,1,0,0,0,2,0
Form,11,0,0,3,6,0,1,0,0,1,0
Resistenz,11,0,0,0,3,0,0,0,0,3,5
Intelligenter Sensor,11,0,0,0,7,1,3,0,0,0,0
Musterbildung,11,0,0,0,11,0,0,0,0,0,0
Fusionsreaktor,11,0,0,0,9,0,0,0,0,0,2
Meditation,11,0,0,9,2,0,0,0,0,0,0
Leseförderung,11,0,0,10,1,0,0,0,0,0,0
Expedition,11,0,0,6,4,0,1,0,0,0,0
Fahrzeugbau,11,0,0,5,3,0,0,0,0,3,0
Verbraucherpolitik,11,0,0,4,1,0,2,1,0,2,1
Ethnische Identität Motiv,11,0,0,0,6,0,1,0,2,2,0
Jurist,11,0,0,8,1,0,0,1,0,1,0
Mehrgrößenregelungssystem,11,0,0,4,5,0,1,0,0,1,0
Anti-Utopie,11,0,0,4,5,0,0,0,0,0,2
Elektrische Energieübertragung,11,0,0,0,10,0,0,0,0,1,0
Datenverwaltung,11,0,0,3,2,2,4,0,0,0,0
Sexualethik,11,0,0,8,2,0,0,0,0,1,0
Besatzungspolitik,11,0,0,5,1,1,1,0,0,3,0
Dokumentarfilm,11,0,0,2,5,0,1,0,0,3,0
Naturverständnis,11,0,0,8,0,0,0,0,0,2,1
Lichttechnik,11,0,0,6,3,0,1,0,0,1,0
Beleuchtungstechnik,11,0,0,6,2,0,0,2,0,1,0
Sexualdelikt,11,0,0,3,4,0,0,0,0,2,2
Obstbau,11,0,0,5,4,0,0,1,1,0,0
Astronomisches Instrument,11,0,0,0,7,0,2,0,0,0,2
Transdisziplinarität,11,0,0,7,2,1,0,0,0,1,0
Außenbeziehungen,11,0,0,2,4,1,0,0,1,3,0
Unterschicht,11,0,0,5,1,0,0,1,1,3,0
Ionisierende Strahlung,11,0,0,5,5,0,0,0,0,0,1
Ethernet,11,0,0,4,5,0,0,0,0,2,0
Nebenläufigkeit,11,0,0,1,4,0,5,0,0,0,1
Psychosoziale Situation,11,0,0,5,0,2,0,1,0,3,0
Alkene,11,0,0,0,0,0,0,0,2,4,5
Flugkörper,11,0,0,0,11,0,0,0,0,0,0
Magnesium,11,0,0,1,6,0,1,0,0,3,0
Entwurfssprache,11,0,0,0,8,0,1,0,0,0,2
Laserinterferometer,11,0,0,0,0,0,0,0,0,5,6
Ambivalenz,11,0,0,8,1,1,0,0,0,1,0
Elektronenstruktur,11,0,0,0,8,0,0,0,2,1,0
Offene Jugendarbeit,11,0,0,7,1,0,0,0,0,3,0
Chemische Eigenschaft,11,0,0,3,7,0,0,0,0,0,1
Messwertverarbeitung,11,0,0,3,4,0,0,0,2,2,0
Abwehrreaktion,11,0,0,0,3,0,0,0,0,2,6
Außerschulische Jugendbildung,11,0,0,6,0,1,0,1,0,3,0
Behindertenhilfe,11,0,0,5,1,0,0,1,0,4,0
Ästhetische Erziehung,11,0,0,7,0,1,0,1,0,2,0
Elektronenspinresonanzspektroskopie,11,0,0,0,9,0,0,0,0,0,2
Gleichheitssatz,11,0,0,3,1,2,0,0,0,4,1
Frauenförderung,11,0,0,3,4,0,0,0,0,4,0
Diamant,11,0,0,0,6,0,0,0,0,2,3
Rüstungswirtschaft,11,0,10,0,1,0,0,0,0,0,0
Lernbehinderung,11,0,0,9,1,0,0,0,0,1,0
Spektralanalyse,11,0,0,2,6,0,1,0,0,2,0
Kraft-Wärme-Kopplung,11,0,0,5,2,0,0,0,1,2,1
Marketingtheorie,11,0,0,6,1,0,0,0,0,4,0
Lösung Mathematik,11,0,0,2,6,0,1,0,0,1,1
Revolution 1848,11,0,0,10,0,0,0,0,0,0,1
Kinderlosigkeit,11,0,0,8,0,1,0,0,0,1,1
Röntgenstrahlung,11,0,0,0,6,0,0,0,0,1,4
Animationsfilm,11,0,0,4,1,1,0,0,1,4,0
Betrieb,11,0,0,3,2,0,1,0,1,4,0
Ausländischer Schüler,11,0,0,9,0,1,0,1,0,0,0
Politische Psychologie,11,0,0,6,3,0,0,0,0,2,0
Quantisierung Physik,11,0,0,0,6,0,2,0,0,0,3
Konfliktforschung,11,0,0,8,2,0,0,0,0,1,0
Pflegepersonal,11,0,0,4,0,1,0,0,0,5,1
Röntgenstrukturanalyse,11,0,0,4,2,0,0,0,0,5,0
AngularJS,11,0,0,0,11,0,0,0,0,0,0
Varianzanalyse,11,0,0,4,7,0,0,0,0,0,0
Quantenstatistik,11,0,0,0,10,0,1,0,0,0,0
Eindringerkennung,11,0,0,1,6,0,4,0,0,0,0
Verkehrsmittelwahl,11,0,0,6,0,1,0,0,0,4,0
Komplexe Geometrie,11,0,0,0,3,0,4,0,1,2,1
Hip-Hop,11,0,0,5,2,1,0,0,0,3,0
Materialfluss,11,0,0,9,1,0,0,0,0,1,0
Anonymität,11,0,0,4,2,0,2,0,0,3,0
Risikogesellschaft,11,0,0,6,0,2,1,0,0,1,1
Globale Analysis,11,0,0,0,9,0,2,0,0,0,0
Finanztechnologie,11,0,0,1,9,0,0,0,0,1,0
Risikofaktor,11,0,0,5,1,2,1,0,0,2,0
Messunsicherheit,11,0,0,3,5,0,1,0,0,1,1
Bürokratie,11,0,0,3,5,0,0,0,1,2,0
Böschung,11,0,0,3,7,0,0,0,0,1,0
Betriebsübergang,11,0,0,2,0,0,0,0,0,7,2
Öffentliche Wirtschaft,11,0,4,1,5,0,0,0,0,1,0
Militärausgaben,11,0,10,0,1,0,0,0,0,0,0
Zelllinie,11,0,0,0,1,0,0,0,0,4,6
Biopolitik,11,0,0,2,4,0,0,1,0,4,0
Experte,11,0,0,9,0,0,0,0,0,2,0
Lehmbau,11,0,0,7,4,0,0,0,0,0,0
Landesplanung,11,0,0,5,3,3,0,0,0,0,0
Lichtwellenleiter,11,0,0,1,6,0,0,0,0,2,2
Übergangsmetall,11,0,0,0,5,0,0,0,0,4,2
Bankenkrise,11,0,0,3,6,0,1,0,0,1,0
Stratigraphie,11,0,0,1,8,0,1,0,0,0,1
Werkstoffschädigung,11,0,0,3,4,0,0,0,0,3,1
Deformationsverhalten,11,0,0,2,4,0,1,0,0,4,0
Richter,11,0,0,4,2,1,0,0,0,3,1
Maschinenbauindustrie,11,0,0,7,0,0,0,0,0,4,0
Periodensystem,11,0,0,4,6,0,0,1,0,0,0
Internationale Gerichtsbarkeit,11,0,0,3,3,1,0,0,0,4,0
Riemannscher Raum,11,0,0,0,10,0,0,0,0,1,0
Filmproduktion,11,0,0,8,0,0,0,0,0,2,1
Geschlechtliche Arbeitsteilung,11,0,0,4,2,0,0,0,1,3,1
Druckmedien,11,0,0,5,3,0,1,0,0,2,0
Schallwelle,11,0,0,0,9,0,2,0,0,0,0
Anwendungsprogramm,11,0,0,6,3,0,1,0,1,0,0
Vorlesung,11,0,0,8,1,0,0,0,0,1,1
Skeptizismus,11,0,0,4,4,0,2,0,0,1,0
Autonomer Agent,11,0,0,0,0,0,6,0,0,3,2
Trusted Computing,11,0,0,4,2,1,4,0,0,0,0
Verrechnungspreis,11,0,0,5,2,0,0,0,0,4,0
Optische Spektroskopie,11,0,0,1,7,0,1,0,0,0,2
Untersuchungsmethode,11,0,0,4,7,0,0,0,0,0,0
Deformation Geologie,11,0,0,1,6,0,1,0,0,0,3
Kommunikative Kompetenz,11,0,0,5,5,0,0,1,0,0,0
Seltenerdmetall,11,0,0,2,5,0,0,0,0,1,3
Biomineralisation,11,0,0,2,3,0,1,0,0,0,5
Doppelte Buchführung,11,0,0,9,0,0,0,0,0,2,0
Fohlen,11,0,0,0,0,0,0,0,0,11,0
Car-to-Car-Kommunikation,11,0,0,1,5,0,0,2,0,3,0
Faseroptik,11,0,0,1,9,0,0,0,0,0,1
Feuchtigkeitsschutz,11,0,0,9,1,0,0,1,0,0,0
Gewässer,11,0,0,1,3,1,1,0,3,1,1
Forschungsdaten,11,0,0,2,6,1,0,0,0,2,0
Kraftfahrzeugmotor,11,0,0,4,0,5,0,0,1,1,0
Wasseranalyse,11,0,0,2,5,0,1,0,0,1,2
Funktionalisierung Chemie,11,0,0,0,4,0,0,0,0,4,3
Gesellschaftsleben,11,0,0,4,4,0,0,0,1,1,1
Regenerative Medizin,11,0,0,0,9,0,0,0,0,0,2
Tierschutzrecht,11,0,0,3,2,0,0,0,0,6,0
Hochtemperaturwerkstoff,11,0,0,2,6,0,2,0,0,0,1
Glücksspiel,11,0,0,6,4,0,0,0,0,1,0
Ganzheitliches Denken,11,0,0,10,0,1,0,0,0,0,0
Weltall,11,0,0,3,4,0,2,0,1,0,1
Öffentliche Förderung,11,0,0,4,3,1,0,1,0,2,0
Literatursoziologie,11,0,0,8,2,0,1,0,0,0,0
Biokonversion,11,0,0,0,8,0,0,0,0,0,3
Unterrichtsorganisation,11,0,0,11,0,0,0,0,0,0,0
Insekten,11,0,0,4,3,0,0,0,0,3,1
Erfolgskontrolle,11,0,0,6,3,0,0,0,0,0,2
Wirbel Physik,11,0,0,0,5,0,3,0,0,0,3
Energiepflanzenbau,11,0,0,3,0,0,1,5,0,0,2
Psychosomatische Krankheit,11,0,0,7,1,1,0,1,0,1,0
Photoelektronenspektroskopie,11,0,0,0,4,0,0,0,0,5,2
Radionuklid,11,0,0,0,7,0,0,0,1,2,1
Halbleiterschaltung,11,0,0,9,2,0,0,0,0,0,0
Elektronischer Datenaustausch,11,0,0,6,2,1,0,0,1,1,0
Mutterrolle,11,0,0,8,3,0,0,0,0,0,0
Frühwarnsystem,11,0,0,3,4,0,0,0,0,3,1
Weltraumrecht,11,0,0,1,8,1,0,0,0,0,1
Angewandte Linguistik,11,0,0,2,9,0,0,0,0,0,0
Handy,11,0,0,4,6,0,0,0,0,1,0
Konfessionalisierung,11,0,0,1,1,4,1,2,0,1,1
Karikatur,11,0,0,2,2,3,2,0,0,2,0
Pflanzeninhaltsstoff,11,0,0,0,7,0,0,0,1,2,1
Schriftliche Kommunikation,11,0,0,4,6,0,0,0,0,1,0
Begabung,11,0,0,7,1,0,0,0,0,2,1
Differenzierbare Mannigfaltigkeit,11,0,0,0,11,0,0,0,0,0,0
Gesundheitspsychologie,11,0,0,6,3,0,0,0,0,2,0
Thermoelektrizität,11,0,0,0,5,0,1,0,0,2,3
Fernsehwirkung,11,0,0,7,1,0,0,1,0,2,0
Frömmigkeit,11,0,0,5,3,0,0,0,0,3,0
Erneuerbare Ressourcen,11,0,0,2,5,0,1,0,0,0,3
Lexikografie,11,0,0,1,4,1,4,0,0,0,1
Bioraffinerie,11,0,0,1,9,0,0,0,0,1,0
Support-Vektor-Maschine,11,0,0,1,6,0,1,0,0,1,2
Erdölgeologie,11,0,0,0,9,0,1,0,1,0,0
Nichtlineare Welle,11,0,0,0,10,0,1,0,0,0,0
Kühlung,11,0,0,2,6,0,0,0,0,1,2
Fußballfan,11,0,0,8,0,1,0,0,0,2,0
Energy Harvesting,11,0,0,0,10,0,0,0,0,0,1
Islamische Architektur,11,0,0,1,10,0,0,0,0,0,0
Inschrift,11,0,0,3,4,1,0,0,0,1,2
Ljapunov-Stabilitätstheorie,11,0,0,0,9,0,0,0,0,2,0
Technische Unterlage,11,0,0,8,2,0,0,1,0,0,0
Softwaremetrie,11,0,0,3,3,0,2,0,2,1,0
Langzeitverhalten,11,0,0,3,4,0,1,0,1,1,1
Datenqualität,11,0,0,6,1,0,1,0,0,1,2
Transplantation,11,0,0,5,4,1,0,0,0,1,0
Bildverstehen,11,0,0,0,2,0,4,0,0,3,2
Sexuelle Orientierung,11,0,0,4,3,0,0,1,0,3,0
Textverstehen,11,0,0,5,2,0,2,0,0,2,0
Fairer Handel,11,0,0,2,2,1,0,0,0,4,2
Rasse,11,0,0,1,7,0,1,0,0,1,1
Bauen,11,0,0,6,4,0,1,0,0,0,0
Politisches Ziel,11,0,0,7,0,1,0,0,0,3,0
Brücke,11,0,0,2,3,0,2,4,0,0,0
Hang,11,0,0,2,9,0,0,0,0,0,0
Alternative,11,0,0,4,2,0,0,0,0,4,1
Industriesoziologie,11,0,0,7,0,1,0,1,0,2,0
Steuervermeidung,11,0,0,0,9,0,0,0,0,2,0
Siliciumdioxid,11,0,0,0,2,0,0,0,1,2,6
Frauenarbeit,11,0,0,3,4,3,0,1,0,0,0
Stern,11,0,0,0,6,0,1,0,0,0,4
Religiöse Minderheit,11,0,0,4,4,1,0,0,1,0,1
Quantitative Analyse,11,0,0,4,6,0,0,0,0,1,0
Volkskunde,11,0,0,7,1,0,0,0,0,3,0
Hafenstadt,11,0,0,0,10,0,1,0,0,0,0
Flexible Arbeitszeit,11,0,0,6,1,2,0,1,0,1,0
Konstruktionsgrammatik,11,0,0,2,4,1,1,0,0,0,3
Insolvenzverwalter,11,0,0,4,0,0,0,0,0,7,0
Betriebssicherheit,11,0,0,5,5,0,0,1,0,0,0
Prozessregelung,11,0,0,0,6,1,1,0,0,3,0
Physische Geografie,11,0,0,10,1,0,0,0,0,0,0
Bauchemie,11,0,0,8,1,0,0,0,0,1,1
Multimodalität,11,0,0,1,4,1,2,0,0,3,0
Vorstandsmitglied,11,0,0,2,0,0,0,0,0,7,2
Thermodynamisches Gleichgewicht,11,0,0,1,9,0,0,0,0,0,1
Fortschritt,11,0,0,6,2,0,1,1,0,1,0
Supramolekulare Chemie,11,0,0,0,8,0,0,0,0,1,2
Durchstrahlungselektronenmikroskopie,11,0,0,0,5,0,0,0,0,5,1
Nutzungsrecht,11,0,0,1,0,0,0,0,0,8,2
Elektrode,11,0,0,0,1,0,0,0,0,7,3
Weiche Materie,11,0,0,0,8,0,2,0,0,0,1
Wohnungsmarkt,11,0,0,7,1,0,0,1,0,2,0
Sozialer Aufstieg,11,0,0,6,1,0,0,0,0,4,0
Stochastische Kontrolltheorie,11,0,0,0,9,0,1,0,0,0,1
Aldolreaktion,11,0,0,0,0,0,0,0,0,0,11
Kinderpsychotherapie,11,0,0,9,1,0,0,0,0,1,0
Fusion,11,0,0,5,3,0,0,0,0,3,0
Bankgeschäft,11,0,0,1,8,1,0,0,0,1,0
Kritische Infrastruktur,11,0,0,3,1,2,4,0,0,1,0
Neoinstitutionalismus,11,0,0,7,0,1,0,0,0,3,0
Hörfunk,11,0,0,6,1,1,0,1,0,1,1
Fachwerkbau,11,2,0,8,0,0,0,0,0,1,0
Wissensgraph,11,0,0,0,0,0,11,0,0,0,0
Elliptische Kurve,11,0,0,0,8,0,1,0,1,0,1
Gröbner-Basis,11,0,0,0,10,0,0,0,0,1,0
Aquatisches Ökosystem,11,0,0,1,3,0,0,0,0,3,4
Monarchie,10,0,0,4,2,1,2,0,0,0,1
Markenartikel,10,0,0,4,3,0,0,0,0,3,0
Staatsgewalt,10,0,0,7,0,0,0,0,1,1,1
Denkfehler,10,0,0,8,1,0,0,1,0,0,0
Plattentektonik,10,0,0,3,5,0,0,0,0,0,2
Electronic Shopping,10,0,0,6,2,0,0,0,0,2,0
Schwangerschaft,10,0,0,8,1,0,0,0,0,1,0
Shareholder-Value-Analyse,10,0,0,3,5,0,0,0,0,2,0
Hispanos,10,0,0,0,9,0,0,0,1,0,0
Straße,10,0,0,2,5,1,0,0,0,2,0
