Subject,Overall Frequency,bau,mas,arc,phy,elt,inf,tec,oek,sow,jur,mat,pae,hor,meda,rest,geo,fer,lit,phi,his,ver,lin,cet,che,bio,rel,spo,ber,med
Afrikaner,24,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0
Flexibilisierung,24,0,0,1,0,0,1,1,10,6,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Modernität,24,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,7,2,0,0
Benetzung,24,0,3,0,7,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,7,1,0,0,0,0
Sonderpädagogische Diagnostik,24,0,0,0,0,0,0,0,0,1,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minderheitensprache,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,13,0,0,0,1,0,0,0
Information und Dokumentation,24,0,0,0,0,0,1,1,0,0,1,0,2,0,0,14,0,0,3,0,0,0,2,0,0,0,0,0,0,0
Regionalforschung,24,1,0,7,0,0,0,0,1,5,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Betriebssicherheit,24,0,0,1,0,2,1,3,3,0,1,0,2,0,0,0,0,0,0,0,0,4,0,6,1,0,0,0,0,0
Künstlerin,24,0,0,1,0,0,0,0,0,6,0,0,5,0,0,4,1,0,4,0,2,0,1,0,0,0,0,0,0,0
RNS,24,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0
Videobearbeitung,24,0,0,0,1,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambivalenz,24,0,0,0,0,0,1,0,2,9,0,0,4,0,0,1,0,0,3,0,0,0,3,0,0,0,1,0,0,0
Altenbild,24,0,0,0,0,0,0,0,1,11,0,0,3,0,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Technische Mathematik,24,0,0,0,4,0,0,6,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicherheitskritisches System,24,0,0,0,1,2,14,1,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Mikrofinanzierung,24,0,0,0,0,0,0,0,16,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kanalisation,23,13,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0
Gedenken,23,0,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,1,1,10,0,1,0,0,0,3,0,0,0
Nichtlineares Phänomen,23,0,0,0,9,2,0,1,0,0,0,7,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Literatursoziologie,23,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,11,0,1,0,6,0,0,0,0,0,0,0
Logistikplanung,23,2,0,2,0,0,0,2,13,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
Technische Bildung,23,0,0,1,0,0,0,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schauspielkunst,23,0,0,0,0,0,0,0,0,1,0,0,2,0,0,11,0,0,4,1,2,0,1,0,0,0,0,1,0,0
Religionsausübung,23,0,0,0,0,0,0,0,1,4,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0
Humanitäre Intervention,23,0,0,0,0,0,0,1,1,14,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Bildungsangebot,23,0,0,0,0,0,0,0,1,5,2,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Jahresabschlussprüfung,23,0,0,0,0,0,1,0,17,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elektrische Messtechnik,23,0,1,0,0,19,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vielkörperproblem,23,0,0,0,15,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Materialbearbeitung,23,0,13,0,6,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Rhythmische Erziehung,23,0,0,0,0,0,0,0,0,1,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Diskretes Ereignissystem,23,0,2,0,0,0,3,8,2,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hochqualifizierter Beruf,23,0,0,0,0,0,0,0,9,6,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panelanalyse,23,0,0,0,0,0,0,1,8,6,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Darstellung,23,0,0,0,0,0,0,0,0,5,1,5,4,0,0,0,1,0,1,0,5,0,1,0,0,0,0,0,0,0
Landbevölkerung,23,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,2,0,0,1,10,0,0,0,0,0,0,0,0,0
Investitionsgütermarketing,23,0,0,0,0,0,1,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wirtschaftspädagogik,23,0,0,0,0,0,0,0,8,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weltraumforschung,23,0,0,0,2,1,1,11,2,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0
Herrscher,23,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0
Druckmedien,23,0,0,0,0,0,1,0,1,7,0,0,1,0,0,8,0,0,2,1,1,0,1,0,0,0,0,0,0,0
Selbstbezüglichkeit,23,0,0,0,0,0,1,0,1,3,0,1,3,0,0,1,0,0,5,4,1,0,3,0,0,0,0,0,0,0
Kollisionsrecht,23,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irrtum,23,0,0,1,1,0,0,0,1,2,7,2,3,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0
In-vitro-Kultur,23,0,0,0,1,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,2,3,8,0,0,0,1
Finanzinstrument,23,0,0,0,0,0,0,0,15,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Radarfernerkundung,23,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0
Ultraschalldiagnostik,23,0,0,0,1,0,0,1,0,0,0,0,0,0,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Angststörung,23,0,0,0,0,0,0,0,2,2,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kraftfahrzeugmotor,23,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,0,0,0
Partnerschaft,23,0,0,0,0,0,0,0,1,13,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
Kommunale Verwaltungsreform,23,0,0,0,0,0,0,0,1,13,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Filmtheorie,23,0,0,0,0,0,0,0,0,2,0,0,1,0,0,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sozialerziehung,23,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
Mikrobieller Abbau,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,10,3,4,0,0,2,0
Kanban-System,23,0,0,0,0,0,3,7,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robustheit,23,1,0,0,2,2,5,0,1,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Anlegerschutz,23,0,0,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beschäftigungsfähigkeit,23,0,0,0,0,0,1,0,8,8,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hochtemperatursupraleitung,23,0,0,0,17,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Geschichtsdarstellung,23,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,2,2,12,0,0,0,0,0,0,1,0,0
Gewaltloser Widerstand,23,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,0,0,0
Geometrische Optik,23,0,2,0,14,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Sekretariat,23,0,0,0,0,0,6,0,11,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clifford-Algebra,23,0,0,0,7,1,2,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Asiaten,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,10,0,4,0,0,0,0,0,2,0,0,0
Faseroptik,23,0,0,0,10,8,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Quanteninformation,23,0,0,0,9,4,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klebstoff,23,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,3,0,0,0,0,0
Zweisprachiger Unterricht,23,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,4,0,1,0,8,0,0,0,0,0,0,0
Makroökonomisches Modell,23,0,0,0,0,0,0,0,17,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Biomasseproduktion,23,0,6,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0
Beratungsbetrieb,23,0,0,0,0,0,2,0,13,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indikator,23,0,0,2,0,0,0,1,7,3,1,0,2,3,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0
Papier,23,1,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,13,1,1,0,0,0,0
Quantenchaos,23,0,0,0,11,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Studienreform,23,1,0,1,0,0,0,1,0,0,0,1,12,0,0,1,1,0,1,0,0,0,2,0,0,0,2,0,0,0
Dokumentarfotografie,23,0,1,0,0,0,0,2,0,7,0,0,1,0,0,4,0,0,1,0,7,0,0,0,0,0,0,0,0,0
Heterocyclische Verbindungen,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,1,0,0,0,0
Open Access,23,0,0,0,0,0,3,0,0,2,6,0,2,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Auflösung,23,0,0,0,0,0,0,1,1,6,2,3,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
Werbepsychologie,23,0,0,0,0,0,0,0,11,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waldorfpädagogik,23,0,0,0,0,0,0,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Öffentliche Beschaffung,23,0,0,0,0,0,0,1,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Elektromagnetische Strahlung,23,0,0,0,15,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Demoskopie,23,0,0,0,0,0,0,0,2,17,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Investor Relations,23,0,0,0,0,0,0,0,15,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hauspflege,23,0,0,0,0,0,0,1,3,3,3,0,5,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiffrierung,23,0,0,0,1,1,19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gasdynamik,23,0,0,0,11,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Leseunterricht,23,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0
Fusion,23,0,0,0,0,0,0,0,13,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tieftemperaturtechnik,23,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Benutzererlebnis,23,0,0,0,0,0,21,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gothic novel,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,0,0
Glasbau,23,9,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
Komposition Musik,23,0,0,0,0,0,3,0,1,1,6,1,3,0,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Marktstruktur,23,0,0,0,0,0,0,0,15,2,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Schulden,23,0,0,0,0,0,0,0,9,7,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0
Elektronische Medien,23,0,0,0,1,0,2,0,2,3,2,0,1,0,1,8,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Symbolik,23,0,0,2,0,0,1,0,0,6,1,1,1,1,0,2,0,0,1,1,3,0,0,0,0,0,3,0,0,0
Muße,23,0,0,0,0,0,0,1,2,4,0,0,2,0,0,0,0,0,3,3,6,0,0,0,0,0,1,1,0,0
Polymerase-Kettenreaktion,23,0,0,0,1,0,0,1,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,1,6,6,0,0,0,0
Lautwahrnehmung,23,0,0,0,2,1,4,1,0,2,0,0,9,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Inhaltskontrolle,23,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betrieblicher Konflikt,23,0,0,0,0,0,0,0,6,7,3,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Bevölkerungsrückgang,23,0,0,7,0,0,0,0,2,4,0,0,1,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0
Beugungsgitter,23,0,0,0,18,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imagination,23,0,0,1,0,0,0,0,0,3,0,0,5,0,2,0,0,0,6,5,0,0,0,0,0,0,1,0,0,0
Reibung,23,0,8,0,4,2,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0
Performance Künste,23,0,0,1,0,0,0,0,0,1,0,0,2,0,0,13,0,0,2,1,1,0,1,0,0,0,1,0,0,0
Kardiovaskuläre Krankheit,23,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Steuerungstechnik,23,0,4,0,1,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
Gouvernementalität,23,0,0,1,0,0,1,0,0,10,0,0,1,0,3,2,0,0,0,3,1,0,0,0,0,0,1,0,0,0
Straßengüterverkehr,23,0,0,0,0,0,0,0,9,1,2,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Stochastische Matrix,23,0,0,0,4,1,1,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spielpädagogik,23,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Straftat,23,0,0,0,0,0,0,0,0,1,18,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fußballfan,23,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0
Suchtkrankenhilfe,23,0,0,0,0,0,0,0,0,8,1,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Magnetische Kernresonanz,23,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,2,0,0,0,0
Algen,23,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0
Nichtlineare Welle,23,0,0,0,10,0,0,1,0,0,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
New Economy,23,0,0,0,0,0,5,1,11,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kräutergarten,23,0,0,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0
Kräuter,23,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0
Sozialhilfe,23,0,0,1,0,0,0,0,2,12,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Doppelstern,23,0,0,0,10,0,0,0,0,0,0,2,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erdgas,23,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,3,0,0,0,8,0
Schallwelle,23,0,0,0,13,2,0,2,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Erwachsenwerden,23,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,6,1,2,0,0,0,0,0,2,0,0,0
Faserlaser,23,0,0,0,10,6,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zitat,23,0,0,1,0,0,1,0,0,0,3,0,0,0,0,9,0,0,5,0,0,0,3,0,0,0,1,0,0,0
Modelltheorie,23,0,0,0,0,0,1,0,0,0,0,19,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Physiker,23,0,0,0,13,0,0,1,0,1,0,1,3,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Milch,23,0,0,0,0,0,0,0,0,1,0,0,4,7,2,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0
Technikunterricht,23,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynamische Optimierung,23,0,1,0,0,1,7,2,1,0,0,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Bauvertrag,23,4,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farbensehen,23,0,0,0,7,2,0,1,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Begabung,23,0,0,0,0,0,0,0,6,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Automatische Handlungsplanung,23,0,1,0,0,1,10,4,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pflanzengesellschaft,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,17,0,0,0,0
Portal Internet,23,0,0,0,0,1,6,0,5,3,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
Typentheorie,23,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
Fehleranalyse,23,0,1,0,1,3,1,6,1,3,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Berufsbildende Schule,23,0,0,0,0,0,0,0,4,1,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0
Unternehmerverhalten,23,0,0,1,0,0,0,0,12,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Konstruieren,23,1,6,0,1,0,0,8,1,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Raumluft,23,7,1,6,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0
Arbeiterklasse,23,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,1,0,3,0,8,0,0,0,0,0,0,0,0,0
Resistenz,23,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,1,0,0,0,0,0,2,4,5,0,0,0,0
Rechnen,23,0,0,0,1,0,4,0,1,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wirkstofffreisetzung,23,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,6,3,1,0,0,0,4
Mikrowellenschaltung,23,0,3,0,4,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hubschrauber,23,0,2,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Brennstoff,23,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,8,0,0,0,0,0
Autokratie,23,0,0,0,0,0,1,0,1,11,1,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0
Verbraucherpolitik,23,0,0,0,0,0,0,0,12,3,3,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Internationalität,23,0,0,0,0,0,0,0,3,2,2,0,9,0,0,1,0,0,1,0,3,0,1,0,0,0,1,0,0,0
Duales System,23,0,0,0,0,0,0,0,1,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kommunale Energieversorgung,23,0,1,3,0,0,0,1,9,1,4,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
Relativistischer Effekt,23,0,0,0,17,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flugregelung,23,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
Franchising,23,0,0,0,0,0,0,0,14,1,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Christliche Existenz,23,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0
Sternentstehung,23,0,0,0,10,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katholischer Religionsunterricht,23,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
Hochschulunterricht,23,1,0,1,0,0,1,0,1,0,0,0,14,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0
Richter,23,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Produktpiraterie,23,0,0,0,0,0,0,3,9,3,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Makromolekül,22,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,10,3,0,0,0,1
Detektor,22,0,0,0,9,0,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
Mehrgleisiger Vertrieb,22,0,0,0,0,0,1,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sklaverei Motiv,22,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0
Pornografie,22,0,0,0,0,0,1,0,0,14,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0
Islamische Gemeinde,22,0,0,3,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Multisensor,22,0,1,0,1,3,3,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Metrologie,22,0,2,0,9,2,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
Landschaftsökologie,22,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,9,0,0,0,0,0,0,3,0,3,0,0,0,0
Schulsport,22,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0
Realismus,22,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,13,4,0,0,0,0,0,0,0,0,0,0
Tiefenpsychologie,22,0,0,0,0,0,0,0,0,3,1,0,10,0,0,1,0,0,4,1,0,0,0,0,0,1,1,0,0,0
Zeitreihe,22,0,0,0,0,0,1,0,6,1,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0
Treibhauseffekt,22,0,0,0,0,0,0,0,2,2,1,0,0,1,0,7,5,0,0,0,0,0,0,3,1,0,0,0,0,0
Lasererzeugtes Plasma,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kleinhaus,22,4,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsunami,22,3,1,0,0,0,0,0,1,2,0,0,1,0,0,4,7,0,0,0,1,0,0,1,0,0,1,0,0,0
Weltanschauung,22,0,0,1,0,0,0,0,0,6,1,0,2,0,0,0,1,0,2,2,5,0,0,0,0,0,2,0,0,0
Türkisch,22,0,0,0,0,0,1,0,0,2,1,0,4,0,0,0,0,0,5,0,2,0,7,0,0,0,0,0,0,0
Geschichtlichkeit,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,16,0,0,0
Gartenstadt,22,0,0,14,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
Energiekosten,22,2,4,0,2,0,0,0,9,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gesellschaftsordnung,22,0,0,0,0,0,0,0,4,11,2,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
Test,22,0,0,0,0,2,2,0,1,1,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kommunale Sozialpolitik,22,0,0,5,0,0,0,0,2,7,1,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Numerische lineare Algebra,22,0,0,0,0,0,2,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vergleichende Literaturwissenschaft,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,0,0
Algebraische Zahlentheorie,22,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SolidWorks,22,0,2,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
